1.000000000000000000e+00,3.423684615277287069e-01
2.000000000000000000e+00,3.336556782226107742e-01
3.000000000000000000e+00,3.078360094818329840e-01
4.000000000000000000e+00,3.273122343882838292e-01
5.000000000000000000e+00,3.256286435880144103e-01
6.000000000000000000e+00,3.179134075054533826e-01
7.000000000000000000e+00,3.227506597124938925e-01
8.000000000000000000e+00,3.193087190250245566e-01
9.000000000000000000e+00,3.014302948860264619e-01
1.000000000000000000e+01,3.102228466383309402e-01
1.100000000000000000e+01,3.089189875849651656e-01
1.200000000000000000e+01,3.345817757421400973e-01
1.300000000000000000e+01,3.127025515441000936e-01
1.400000000000000000e+01,3.248648560981893807e-01
1.500000000000000000e+01,3.221060611527887252e-01
1.600000000000000000e+01,3.238693078955053317e-01
1.700000000000000000e+01,2.970317966010892485e-01
1.800000000000000000e+01,3.339321177721663592e-01
1.900000000000000000e+01,3.152622521465589522e-01
2.000000000000000000e+01,3.187975367923751024e-01
2.100000000000000000e+01,3.307464171790454044e-01
2.200000000000000000e+01,3.057320136083927498e-01
2.300000000000000000e+01,3.111645881984780315e-01
2.400000000000000000e+01,3.124458561069390905e-01
2.500000000000000000e+01,3.305528549608487410e-01
2.600000000000000000e+01,3.274426953807662577e-01
2.700000000000000000e+01,3.127417748560993860e-01
2.800000000000000000e+01,3.303118787499441655e-01
2.900000000000000000e+01,3.185574944499278138e-01
3.000000000000000000e+01,3.354412576168417370e-01
3.100000000000000000e+01,3.287111993524022280e-01
3.200000000000000000e+01,3.073261560718651419e-01
3.300000000000000000e+01,3.295923514758719586e-01
3.400000000000000000e+01,3.164896964769301491e-01
3.500000000000000000e+01,3.430436554988692821e-01
3.600000000000000000e+01,3.297667801042392099e-01
3.700000000000000000e+01,3.373385601635727760e-01
3.800000000000000000e+01,3.537241797161563839e-01
3.900000000000000000e+01,3.456607353284629203e-01
4.000000000000000000e+01,3.128621925873354415e-01
4.100000000000000000e+01,2.938714561653681390e-01
4.200000000000000000e+01,3.207002486617646086e-01
4.300000000000000000e+01,3.169409203661701091e-01
4.400000000000000000e+01,3.140951160898342032e-01
4.500000000000000000e+01,3.177957007288190194e-01
4.600000000000000000e+01,3.150310732556754756e-01
4.700000000000000000e+01,3.137996486380750238e-01
4.800000000000000000e+01,3.120580633799796555e-01
4.900000000000000000e+01,3.345052855247762080e-01
5.000000000000000000e+01,3.316335907446797404e-01
5.100000000000000000e+01,3.030041802044592947e-01
5.200000000000000000e+01,3.140017868343176755e-01
5.300000000000000000e+01,2.940333017110060565e-01
5.400000000000000000e+01,3.212112162684120920e-01
5.500000000000000000e+01,3.162915116323972708e-01
5.600000000000000000e+01,3.079036297190315685e-01
5.700000000000000000e+01,2.984572381714088452e-01
5.800000000000000000e+01,3.199795134498386595e-01
5.900000000000000000e+01,3.128099820126612474e-01
6.000000000000000000e+01,3.289448058063725311e-01
6.100000000000000000e+01,3.214666675773054649e-01
6.200000000000000000e+01,3.102356514381210406e-01
6.300000000000000000e+01,2.917766755265060463e-01
6.400000000000000000e+01,3.244531637735178498e-01
6.500000000000000000e+01,3.324929818961409600e-01
6.600000000000000000e+01,3.102711475839491362e-01
6.700000000000000000e+01,3.285796438123533836e-01
6.800000000000000000e+01,3.178238579587815416e-01
6.900000000000000000e+01,3.234926690945920669e-01
7.000000000000000000e+01,3.267744620343402406e-01
7.100000000000000000e+01,3.253807404586128715e-01
7.200000000000000000e+01,3.171235512483251417e-01
7.300000000000000000e+01,3.013514086501611899e-01
7.400000000000000000e+01,3.234280116060090915e-01
7.500000000000000000e+01,3.152775835354270084e-01
