1.000000000000000000e+00,1.942602571783543786e-01
2.000000000000000000e+00,2.073916307312732576e-01
3.000000000000000000e+00,2.103809799832009331e-01
4.000000000000000000e+00,2.238196634030510390e-01
5.000000000000000000e+00,2.067208619373354095e-01
6.000000000000000000e+00,2.053575786764890443e-01
7.000000000000000000e+00,2.061899754594260781e-01
8.000000000000000000e+00,1.940151338050662977e-01
9.000000000000000000e+00,2.074770837619266950e-01
1.000000000000000000e+01,2.163851415790883914e-01
1.100000000000000000e+01,2.072317607145656715e-01
1.200000000000000000e+01,2.157403570493248435e-01
1.300000000000000000e+01,2.053508885279012874e-01
1.400000000000000000e+01,2.266278728858406866e-01
1.500000000000000000e+01,2.006112224812732214e-01
1.600000000000000000e+01,1.698763316239384757e-01
1.700000000000000000e+01,1.606049824730835240e-01
1.800000000000000000e+01,1.818403128612573472e-01
1.900000000000000000e+01,2.251080009600194276e-01
2.000000000000000000e+01,2.616902040993251966e-01
2.100000000000000000e+01,2.852342305178879878e-01
2.200000000000000000e+01,2.969767586042773577e-01
2.300000000000000000e+01,2.950589558393086342e-01
2.400000000000000000e+01,2.917196151437412288e-01
2.500000000000000000e+01,2.985428441149191592e-01
2.600000000000000000e+01,2.965380029664703154e-01
2.700000000000000000e+01,3.210387794505581427e-01
2.800000000000000000e+01,3.167978157619091295e-01
2.900000000000000000e+01,3.101155434787906673e-01
3.000000000000000000e+01,2.941251498647248774e-01
3.100000000000000000e+01,3.240669495996276739e-01
3.200000000000000000e+01,3.119550508258617239e-01
3.300000000000000000e+01,3.212613626243908671e-01
3.400000000000000000e+01,3.108516439367595696e-01
3.500000000000000000e+01,3.180199810157173790e-01
3.600000000000000000e+01,3.028758846182152409e-01
3.700000000000000000e+01,2.985676502824515799e-01
3.800000000000000000e+01,3.075968589792368313e-01
3.900000000000000000e+01,3.103285260128710865e-01
4.000000000000000000e+01,2.963762766395852122e-01
4.100000000000000000e+01,3.132021392268247162e-01
4.200000000000000000e+01,3.037236523192344828e-01
4.300000000000000000e+01,3.157417484575008593e-01
4.400000000000000000e+01,3.240636884852031718e-01
4.500000000000000000e+01,3.131042304976828783e-01
4.600000000000000000e+01,3.084599909787164029e-01
4.700000000000000000e+01,3.113605553433099749e-01
4.800000000000000000e+01,3.115077125950458936e-01
4.900000000000000000e+01,3.171260371741103645e-01
5.000000000000000000e+01,3.231901827738976052e-01
5.100000000000000000e+01,3.237720450728641675e-01
5.200000000000000000e+01,3.207506274762432774e-01
5.300000000000000000e+01,3.300712579362441446e-01
5.400000000000000000e+01,3.206372956720932033e-01
5.500000000000000000e+01,3.333778637490258379e-01
5.600000000000000000e+01,3.429567407765309328e-01
5.700000000000000000e+01,3.251860115224772807e-01
5.800000000000000000e+01,3.131509047942974688e-01
